   2440908.       5866930.                                                      
   2440933.       5866930.                                                      
   2440958.       5866930.                                                      
   2440983.       5866929.                                                      
   2441008.       5866928.                                                      
   2441033.       5866928.                                                      
   2441058.       5866926.                                                      
   2441083.       5866926.                                                      
   2441108.       5866924.                                                      
   2441133.       5866924.                                                      
   2441158.       5866924.                                                      
   2441183.       5866923.                                                      
   2441208.       5866922.                                                      
   2441233.       5866922.                                                      
   2441258.       5866922.                                                      
   2441283.       5866922.                                                      
   2441308.       5866922.                                                      
   2441333.       5866922.                                                      
   2441358.       5866922.                                                      
   2441383.       5866923.                                                      
   2441408.       5866923.                                                      
   2441433.       5866923.                                                      
   2441458.       5866922.                                                      
   2441483.       5866922.                                                      
   2441508.       5866922.                                                      
   2441533.       5866922.                                                      
   2441558.       5866921.                                                      
   2441583.       5866921.                                                      
   2441608.       5866921.                                                      
   2441633.       5866922.                                                      
   2441658.       5866922.                                                      
   2441683.       5866923.                                                      
   2441708.       5866924.                                                      
   2441733.       5866925.                                                      
   2441758.       5866926.                                                      
   2441783.       5866929.                                                      
   2441796.       5866930.                                                      
   2441804.       5866932.                                                      
   2441820.       5866934.                                                      
   2441833.       5866936.                                                      
   2441858.       5866940.                                                      
   2441883.       5866944.                                                      
   2441908.       5866949.                                                      
   2441933.       5866954.                                                      
   2441958.       5866961.                                                      
   2441983.       5866968.                                                      
   2442008.       5866976.                                                      
   2442028.       5866982.                                                      
   2442033.       5866983.                                                      
   2442058.       5866992.                                                      
   2442083.       5867000.                                                      
   2442108.       5867010.                                                      
   2442133.       5867019.                                                      
   2442152.       5867026.                                                      
   2442164.       5867032.                                                      
   2442177.       5867036.                                                      
   2442183.       5867039.                                                      
   2442208.       5867050.                                                      
   2442233.       5867061.                                                      
   2442258.       5867072.                                                      
   2442279.       5867082.                                                      
   2442283.       5867084.                                                      
   2442308.       5867095.                                                      
   2442333.       5867107.                                                      
   2442358.       5867119.                                                      
   2442383.       5867131.                                                      
   2442384.       5867132.                                                      
   2442408.       5867144.                                                      
   2442433.       5867156.                                                      
   2442458.       5867168.                                                      
   2442483.       5867181.                                                      
   2442484.       5867182.                                                      
   2442508.       5867194.                                                      
   2442533.       5867206.                                                      
   2442558.       5867218.                                                      
   2442583.       5867232.                                                      
   2442583.       5867232.                                                      
   2442608.       5867245.                                                      
   2442633.       5867258.                                                      
   2442652.       5867268.                                                      
   2442676.       5867282.                                                      
   2442677.       5867282.                                                      
   2442683.       5867286.                                                      
   2442708.       5867300.                                                      
   2442733.       5867314.                                                      
   2442746.       5867322.                                                      
   2442762.       5867332.                                                      
   2442770.       5867336.                                                      
   2442783.       5867344.                                                      
   2442808.       5867360.                                                      
   2442835.       5867376.                                                      
   2442862.       5867394.                                                      
   2442888.       5867411.                                                      
   2442914.       5867428.                                                      
   2442941.       5867446.                                                      
   2442966.       5867465.                                                      
   2443005.       5867494.                                                      
   2443042.       5867523.                                                      
   2443046.       5867526.                                                      
   2443053.       5867532.                                                      
   2443070.       5867546.                                                      
   2443083.       5867557.                                                      
   2443089.       5867562.                                                      
   2443090.       5867563.                                                      
   2443096.       5867568.                                                      
   2443097.       5867569.                                                      
   2443102.       5867574.                                                      
   2443104.       5867575.                                                      
   2443108.       5867580.                                                      
   2443110.       5867582.                                                      
   2443120.       5867591.                                                      
   2443133.       5867602.                                                      
   2443139.       5867606.                                                      
   2443146.       5867610.                                                      
   2443149.       5867613.                                                      
   2443152.       5867614.                                                      
   2443158.       5867618.                                                      
   2443162.       5867619.                                                      
   2443164.       5867620.                                                      
   2443170.       5867622.                                                      
   2443173.       5867623.                                                      
  0.1000000E+31  -1200.000                                                      
   2438321.       5867398.                                                      
   2438322.       5867400.                                                      
   2438325.       5867406.                                                      
   2438327.       5867411.                                                      
   2438328.       5867413.                                                      
   2438330.       5867419.                                                      
   2438333.       5867425.                                                      
   2438336.       5867432.                                                      
   2438343.       5867456.                                                      
   2438350.       5867482.                                                      
   2438358.       5867506.                                                      
   2438366.       5867532.                                                      
   2438368.       5867538.                                                      
   2438370.       5867544.                                                      
   2438370.       5867547.                                                      
   2438372.       5867550.                                                      
   2438374.       5867556.                                                      
   2438376.       5867563.                                                      
   2438377.       5867566.                                                      
   2438378.       5867569.                                                      
   2438380.       5867575.                                                      
   2438382.       5867582.                                                      
   2438383.       5867586.                                                      
   2438384.       5867588.                                                      
   2438386.       5867594.                                                      
   2438388.       5867600.                                                      
   2438389.       5867605.                                                      
   2438390.       5867606.                                                      
   2438392.       5867613.                                                      
   2438394.       5867619.                                                      
   2438396.       5867624.                                                      
   2438396.       5867625.                                                      
   2438398.       5867632.                                                      
   2438406.       5867656.                                                      
   2438413.       5867682.                                                      
   2438427.       5867727.                                                      
   2438436.       5867758.                                                      
   2438445.       5867788.                                                      
   2438454.       5867818.                                                      
   2438464.       5867848.                                                      
   2438473.       5867879.                                                      
   2438482.       5867910.                                                      
   2438482.       5867910.                                                      
   2438497.       5867955.                                                      
   2438497.       5867956.                                                      
   2438505.       5867982.                                                      
   2438512.       5868006.                                                      
   2438520.       5868032.                                                      
   2438528.       5868056.                                                      
   2438533.       5868076.                                                      
   2438535.       5868082.                                                      
   2438542.       5868106.                                                      
   2438548.       5868132.                                                      
   2438555.       5868156.                                                      
   2438562.       5868182.                                                      
   2438568.       5868206.                                                      
   2438574.       5868232.                                                      
   2438579.       5868256.                                                      
   2438583.       5868276.                                                      
   2438584.       5868282.                                                      
   2438589.       5868306.                                                      
   2438594.       5868332.                                                      
   2438598.       5868356.                                                      
   2438602.       5868382.                                                      
   2438605.       5868406.                                                      
   2438608.       5868432.                                                      
   2438612.       5868456.                                                      
